"TOA5","CR3000","CR3000","1564","CR3000.Std.29","CPU:Summit3.CR3","18522","AllData"
"TIMESTAMP","RECORD","Batt_Volt_Avg","Pulse_Tot","Pulse_2_Tot","Pulse_3_Tot","CNR1_Avg(1)","CNR1_Avg(2)","CNR1_Avg(3)","CNR1_Avg(4)","CNR1_PRT_Avg","P_Avg","T_Avg(1)","T_Avg(2)","CellCo_15"
"TS","RN","Volts","Counts","Counts","Counts","mV","mV","mV","mV","mV","mV","mV","mV",""
"","","Avg","Tot","Tot","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"""2026-06-18 00:48:16""",209157,12.45,6.0,4.4,0.0,2.083,-0.372,0.563,0.116,0.0,829.6,2667.6,202.4,-1.0
"""2026-06-18 01:05:19""",209172,12.517,6.133,7.733,0.0,3.139,-0.462,0.606,0.042,0.0,827.133,2683.8,201.6,-1.0
"""2026-06-18 01:11:50""",209181,12.561,7.111,6.667,0.0,4.696,-0.502,0.613,0.045,0.0,830.889,2686.556,204.222,-1.0
"""2026-06-18 01:17:20""",209191,12.57,6.4,5.9,0.0,3.618,-0.43,0.399,0.051,0.0,828.1,2680.9,196.2,-1.0
"""2026-06-18 01:23:22""",209199,12.541,5.875,5.5,0.0,3.836,-0.611,0.393,0.045,0.0,829.75,2691.625,181.125,-1.0
"""2026-06-18 01:28:35""",209205,12.498,8.833,7.0,0.0,4.894,-0.411,0.798,0.033,0.0,829.167,2689.5,190.667,-1.0
"""2026-06-18 01:33:40""",209212,12.391,7.143,4.571,0.0,3.011,-0.468,0.682,0.002,0.0,831.857,2677.286,185.714,-1.0
"""2026-06-18 01:38:54""",209224,12.581,7.333,5.667,0.0,4.085,-0.442,0.579,0.045,0.0,829.167,2680.75,199.5,-1.0
"""2026-06-18 01:44:23""",209230,12.3,5.667,5.667,0.0,3.493,-0.411,0.537,0.07,0.0,833.5,2665.667,185.167,-1.0
