"TOA5","CR3000","CR3000","1564","CR3000.Std.29","CPU:Summit3.CR3","18522","AllData"
"TIMESTAMP","RECORD","Batt_Volt_Avg","Pulse_Tot","Pulse_2_Tot","Pulse_3_Tot","CNR1_Avg(1)","CNR1_Avg(2)","CNR1_Avg(3)","CNR1_Avg(4)","CNR1_PRT_Avg","P_Avg","T_Avg(1)","T_Avg(2)","CellCo_15"
"TS","RN","Volts","Counts","Counts","Counts","mV","mV","mV","mV","mV","mV","mV","mV",""
"","","Avg","Tot","Tot","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"""2026-09-10 07:13:59""",209582,12.565,7.333,7.556,0.0,3.038,-0.562,0.735,0.037,0.0,832.0,2683.778,191.444,-1.0
"""2026-09-10 07:20:24""",209589,12.547,8.714,5.286,0.0,2.628,-0.35,0.478,0.036,0.0,832.143,2685.0,200.857,-1.0
"""2026-09-10 07:32:55""",209594,12.424,7.2,6.0,0.0,2.323,-0.582,0.652,0.071,0.0,832.8,2696.8,206.6,-1.0
"""2026-09-10 07:38:40""",209601,12.594,6.714,7.429,0.0,4.364,-0.354,0.597,0.034,0.0,829.0,2682.857,183.714,-1.0
"""2026-09-10 07:43:57""",209612,12.462,9.818,7.182,0.0,2.947,-0.441,0.595,0.027,0.0,828.273,2681.455,209.727,-1.0
"""2026-09-10 07:49:23""",209620,12.309,8.0,5.375,0.0,1.986,-0.623,0.512,0.059,0.0,830.5,2678.875,200.75,-1.0
"""2026-09-10 08:00:54""",209625,12.5,6.0,5.8,0.0,3.622,-0.603,0.882,0.017,0.0,830.8,2681.2,228.4,-1.0
